AssemblyAccession	Scientific.Name	taxID
GCF_001029505.1	Rubrobacter aplysinae	909625
GCF_000512235.1	Syntrophorhabdus aromaticivorans UI	909663
GCF_002900975.1	Tabrizicola aquatica	909926
GCF_900112355.1	Streptomyces aidingensis	910347
GCF_900182565.1	Melghirimyces algeriensis	910412
GCF_008933115.1	Phaeocystidibacter luteus	911197
GCF_003688555.1	Eilatimonas milleporae	911205
GCF_014199525.1	Conexibacter arvalis	912552
GCF_002101705.1	Mycolicibacterium iranicum	912594
GCF_006148925.1	Algibacter aestuarii	912802
GCF_900115115.1	Flavobacterium ummariense	913024
GCF_003966975.1	Pelolinea submarina	913107
GCF_003544915.1	Arcobacter ellisii	913109
GCF_009711185.1	Paracoccus limosus	913252
GCF_000768335.1	Lysobacter arseniciresistens ZS79	913325
GCF_002706425.1	Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001	913848
GCF_014636255.1	Knoellia flava	913969
GCF_000981765.1	Kangiella geojedonensis	914150
GCF_005222225.1	Salinimonas lutimaris	914153
GCF_003057615.1	Metalysinibacillus jejuensis	914327
GCF_000807855.2	Flammeovirga pacifica	915059
GCF_000503215.1	Pseudomonas canadensis	915099
GCF_014202635.1	Faecalicoccus acidiformans	915173
GCF_015207255.1	Romeria aff. gracilis LEGE 07310	915328
GCF_000585395.1	Saccharibacillus sacchari DSM 19268	915437
GCF_000585355.1	Prevotella oryzae DSM 17970	915438
GCF_900109175.1	Pseudomonas linyingensis	915471
GCF_010994165.1	Pseudomonas nitritireducens	915472
GCF_001908725.1	Xanthomonas vesicatoria ATCC 35937	925775
GCF_000473365.1	Adhaeribacter aquaticus DSM 16391	926549
GCF_000281175.1	Caldilinea aerophila DSM 14535 = NBRC 104270	926550
GCF_000519345.1	Deinococcus pimensis DSM 21231	926554
GCF_000325705.1	Echinicola vietnamensis DSM 17526	926556
GCF_000260115.1	Joostella marina DSM 19592	926559
GCF_000430045.1	Calidithermus chliarophilus DSM 9957	926560
GCF_000236705.1	Owenweeksia hongkongensis DSM 17368	926562
GCF_000515355.1	Promicromonospora kroppenstedtii DSM 19349	926564
GCF_000426725.1	Sporocytophaga myxococcoides DSM 11118	926565
GCF_000265425.1	Terriglobus roseus DSM 18391	926566
GCF_000237825.1	Thermanaerovibrio velox DSM 12556	926567
GCF_000199675.1	Anaerolinea thermophila UNI-1	926569
GCF_000202835.1	Acidiphilium multivorum AIU301	926570
GCF_000517025.1	Halonatronum saccharophilum DSM 13868	926692
GCF_000737325.1	Sandaracinus amylolyticus	927083
GCF_000517065.1	Alkaliflexus imshenetskii DSM 15055	927658
GCF_000585375.1	Cryptosporangium arvum DSM 44712	927661
GCF_900112255.1	Flexibacter flexilis DSM 6793	927664
GCF_013361095.1	Pseudanabaena biceps	927669
GCF_002009015.1	Microbulbifer mangrovi	927787
GCF_000312525.1	Bartonella florencae	928210
GCF_000243395.2	Saccharomonospora glauca K62	928724
GCF_000383775.1	Saccharomonospora halophila 8	928729
GCF_900112515.1	Tritonibacter multivorans	928856
GCF_000242635.2	Solitalea canadensis DSM 3403	929556
GCF_000242915.1	Sulfurimonas gotlandica GD1	929558
GCF_000243335.1	Leptonema illini DSM 21528	929563
GCF_000427405.1	Flectobacillus major DSM 103	929703
GCF_900176145.1	Sulfobacillus thermosulfidooxidans DSM 9293	929705
GCF_000519325.1	Patulibacter minatonensis DSM 18081	929712
GCF_000243115.2	Niabella soli DSM 19437	929713
GCF_000312545.1	Bartonella senegalensis OS02	929794
GCF_902150025.1	Bartonella massiliensis	929795
GCF_002291425.1	Gibbsiella quercinecans	929813
GCF_003337485.1	Saliterribacillus persicus	930114
GCF_900129485.1	Ornithinibacillus halophilus	930117
GCF_900114155.1	Marinobacter persicus	930118
GCF_002019635.1	Metabacillus halosaccharovorans	930124
GCF_900113025.1	Alteribacillus iranensis	930128
GCF_002886255.1	Alteribacillus bidgolensis	930129
GCF_003628505.1	Oceanobacillus halophilus	930130
GCF_900111445.1	Oceanobacillus limi	930131
GCF_009649745.1	Aquibacillus halophilus	930132
GCF_900110815.1	Aliicoccus persicus	930138
GCF_900109925.1	Mesobacillus persicus	930146
GCF_900104555.1	Litchfieldia salsa	930152
GCF_008370715.1	Pseudomonas brassicacearum	930166
GCF_000300005.1	Alloalcanivorax dieselolei B5	930169
GCF_002943755.1	Aureitalea marina	930804
GCF_002869505.1	Halioglobus japonicus	930805
GCF_014652275.1	Halioglobus pacificus	930806
GCF_005405345.1	Enterococcus viikkiensis	930854
GCF_001277995.1	Corynebacterium deserti GIMN1.010	931089
GCF_000340885.1	Clostridium saccharoperbutylacetonicum N1-4(HMT)	931276
GCF_002812985.1	Aeromonas lusitana	931529
GCF_013409305.1	Cellulomonas soli	931535
GCF_013409875.1	Cellulomonas oligotrophica	931536
GCF_000247605.1	Acetobacterium woodii DSM 1030	931626
GCF_002278135.2	Bradyrhizobium ottawaense	931866
GCF_009696605.1	Anaerosalibacter bizertensis	932217
GCF_900110025.1	Gemmobacter aquatilis	933059
GCF_003550175.1	Dichotomicrobium thermohalophilum	933063
GCF_004346185.1	Aquabacter spiritensis	933073
GCF_003752585.1	Sinobacterium caligoides	933926
GCF_001751365.1	Streptomyces abyssalis	933944
GCF_003633725.1	Brockia lithotrophica	933949
GCF_900112975.1	Flavobacterium xueshanense	935223
GCF_900108015.1	Flavobacterium urumqiense	935224
GCF_001656035.1	Yersinia entomophaga	935293
GCF_014634745.1	Leuconostoc pseudomesenteroides KCTC 3652	935295
GCF_000427465.1	Sinorhizobium arboris LMG 14919	935557
GCF_900188045.1	Jannaschia aquimarina	935700
GCF_000513835.1	Pseudomonas thermotolerans J53	935867
GCF_000519265.1	Desulfonatronum lacustre DSM 10312	935942
GCF_000427425.1	Caldanaerobius polysaccharolyticus DSM 13641	935948
GCF_004339575.1	Phorcysia thermohydrogeniphila	936138
GCF_002706745.1	Companilactobacillus farciminis KCTC 3681 = DSM 20184	936140
GCF_000200595.1	Helicobacter felis ATCC 49179	936155
GCF_011046975.1	Microbacterium amylolyticum	936337
GCF_001484625.1	Streptomyces kanasensis	936756
GCF_900112685.1	Roseivivax sediminis	936889
GCF_900176465.1	Fulvimarina manganoxydans	937218
GCF_900115765.1	Caldicoprobacter faecalis	937334
GCF_000185885.1	Staphylococcus pseudintermedius HKU10-03	937773
GCF_000317835.1	Deinococcus peraridilitoris DSM 19664	937777
GCF_002153375.1	Oceanobacillus rekensis	937927
GCF_001618145.1	Oceanobacillus damuensis	937928
GCF_006007945.1	Companilactobacillus futsaii	938155
GCF_000312505.2	Fenollaria massiliensis	938288
GCF_000308275.2	Levyella massiliensis	938289
GCF_000312365.2	Anaerococcus provencensis	938293
GCF_900101615.1	Belnapia rosea	938405
GCF_003933235.1	Sphingorhabdus wooponensis	940136
GCF_000285295.1	Komagataeibacter europaeus LMG 18890	940283
GCF_013410065.1	Granulicella arctica	940613
GCF_002723995.1	Gluconobacter kondonii	941463
GCF_000237845.1	Rickettsia slovaca 13-B	941638
GCF_000200735.1	Mycoplasma haemofelis str. Langford 1	941640
GCF_000430995.1	Thermobrachium celere DSM 8682	941824
GCF_900177405.1	Allosphingosinicella indica	941907
GCF_014191255.1	Amycolatopsis bartoniae	941986
GCF_014654205.1	Amycolatopsis bullii	941987
GCF_001438845.1	Lactiplantibacillus xiangfangensis	942150
GCF_013408405.1	Cupriavidus plantarum	942865
GCF_014191245.1	Cupriavidus alkaliphilus	942866
GCF_000373545.1	Alkalispirochaeta alkalica DSM 8900	942938
GCF_014199155.1	Komagataeibacter kakiaceti	943261
GCF_003688995.1	Streptomyces shenzhenensis	943815
GCF_900111245.1	Streptomyces qinglanensis	943816
GCF_013359755.1	Tardiphaga robiniae	943830
GCF_000826655.1	Psychroserpens damuponensis	943936
GCF_014196795.1	Sagittula marina	943940
GCF_000186005.1	Mycoplasmopsis fermentans M64	943945
GCF_007992195.1	Methylobacterium oxalidis	944322
GCF_014196635.1	Sphingobium fontiphilum	944425
GCF_000744435.1	Hippea jasoniae	944479
GCF_000420385.1	Hippea alviniae EP5-r	944480
GCF_003385295.1	Amycolatopsis thermalba	944492
GCF_000284355.1	Aliarcobacter butzleri ED-1	944546
GCF_000221505.1	Limosilactobacillus oris F0423	944562
GCF_000283615.1	Tetragenococcus halophilus NBRC 12172	945021
GCF_000189255.1	Vibrio brasiliensis LMG 20546	945543
GCF_000258405.1	Ignavibacterium album JCM 16511	945713
GCF_900659865.1	Hyella patelloides LEGE 07179	945734
GCF_015207425.1	Lusitaniella coriacea LEGE 07157	945747
GCF_015207665.1	Plectonema cf. radiosum LEGE 06105	945769
GCF_003143515.1	Massilia oculi	945844
GCF_000260835.1	Imtechella halotolerans K1	946077
GCF_900089585.1	Micromonospora sediminicola	946078
GCF_003987015.1	Aliidiomarina taiwanensis	946228
GCF_000285495.1	Oceanobacillus massiliensis str. N'diop	946235
GCF_002762215.1	Rhizobacter gummiphilus	946333
GCF_900163715.1	Brevibacterium yomogidense	946573
GCF_900142685.1	Flavobacterium chilense	946677
GCF_003148525.1	Flavobacterium araucananum	946678
GCF_900129725.1	Chryseolinea serpens	947013
GCF_001468005.1	Legionella steelei	947033
GCF_000633455.1	Pedobacter jeongneungensis	947309
GCF_014697625.1	Anabaena azotica FACHB-119	947527
GCF_003423665.1	Lactobacillus rodentium	947835
GCF_009688965.1	Desulfosarcina widdelii	947919
GCF_001853795.1	Mycobacteroides franklinii	948102
GCF_000472525.1	Paraburkholderia dilworthii	948106
GCF_000603945.1	Actinotalea ferrariae CF5-4	948458
GCF_010974825.1	Aeromonas rivipollensis	948519
GCF_900156375.1	Paenibacillus macquariensis	948756
GCF_000069785.1	Cupriavidus taiwanensis LMG 19424	977880
GCF_000515335.1	Cohnella panacarvi Gsoil 349	979226
GCF_003862485.1	Lachnoanaerobaculum orale	979627
GCF_008831155.1	Gulosibacter chungangensis	979746
GCF_004340205.1	Acetobacteroides hydrogenigenes	979970
GCF_008087665.1	Mariniblastus fucicola	980251
GCF_008065135.1	Roseimaritima ulvae	980254
GCF_014192335.1	Rhodopirellula rubra	980271
GCF_014651875.1	Halomonas qijiaojingensis	980347
GCF_005377625.1	Desulfoglaeba alkanexedens ALDC	980445
GCF_001644015.1	Methylomonas lenta	980561
GCF_000218485.1	Aquimarina agarivorans	980584
GCF_014635325.1	Azorhizobium oxalatiphilum	980631
GCF_000226295.1	Chloracidobacterium thermophilum B	981222
GCF_000368025.1	Acinetobacter parvus DSM 16617 = CIP 108168	981333
GCF_000744655.1	Streptacidiphilus rugosus AM-16	981369
GCF_000190475.1	Ornithinibacillus scapharcae TW25	981383
GCF_000192475.1	Ruegeria conchae	981384
GCF_000192575.1	Novosphingobium nitrogenifigens DSM 19370	983920
GCF_000478565.1	Methyloversatilis universalis Fam500	983952
GCF_013320815.1	Rhizobium skierniewicense	984260
GCF_000250635.1	Saprospira grandis str. Lewin	984262
GCF_001891145.1	Staphylococcus argenteus	985002
GCF_900636915.1	Aggregatibacter aphrophilus ATCC 33389	985008
GCF_007830035.1	Luteimonas cucumeris	985012
GCF_900607235.1	Olivibacter jilunii	985016
GCF_900106805.1	Ruegeria halocynthiae	985054
GCF_007004645.1	Aliiroseovarius halocynthiae	985055
GCF_000959525.1	Burkholderia multivorans ATCC BAA-247	985079
GCF_003201205.1	Sinimarinibacterium flocculans	985250
GCF_000235585.1	Paenibacillus terrae HPL-003	985665
GCF_011466855.1	Staphylococcus agnetis	985762
GCF_902825405.1	Micromonospora maritima	986711
GCF_014904815.1	Microbulbifer taiwanensis	986746
GCF_002289455.1	Calothrix elsteri CCALA 953	987040
GCF_000515395.1	Jiangella gansuensis DSM 44835	987045
GCF_007474605.1	Rhodoligotrophos appendicifer	987056
GCF_002797875.1	Pseudoscardovia suis	987063
GCF_002259605.1	Pseudoscardovia radai	987066
GCF_900111105.1	Rosenbergiella nectarea	988801
GCF_001046955.1	Marinovum algicola DG 898	988812
GCF_900111925.1	Cellulomonas marina	988821
GCF_001440035.1	Bradyrhizobium manausense	989370
GCF_900110875.1	Pseudovibrio axinellae	989403
GCF_007830635.1	Bradyrhizobium huanghuaihaiense	990078
GCF_014652175.1	Providencia thailandensis	990144
GCF_900103545.1	Daejeonella rubra	990371
GCF_003253705.1	Humitalea rosea	990373
GCF_900102905.1	Meinhardsimonia xiamenensis	990712
GCF_000257205.1	Vibrio ordalii ATCC 33509	990998
GCF_001561955.1	Anaerotignum propionicum DSM 1682	991789
GCF_000218855.1	Clostridium acetobutylicum DSM 1731	991791
GCF_000192745.1	Polymorphum gilvum SL003B-26A1	991905
GCF_014635285.1	Stappia taiwanensis	992267
GCF_004343505.1	Rhodovulum bhavnagarense	992286
GCF_001457025.1	Pseudarthrobacter enclensis	993070
GCF_900096885.1	Microbacterium enclense	993073
GCF_004364645.1	Naumannella halotolerans	993414
GCF_014205175.1	Micrococcus cohnii	993416
GCF_007830205.1	Bradyrhizobium daqingense	993502
GCF_002077135.1	Metallibacterium scheffleri	993689
GCF_001438805.1	Companilactobacillus kimchiensis	993692
GCF_009827295.1	Qipengyuania pelagi	994320
GCF_000495435.3	Youngiibacter fragilis 232.1	994573
GCF_900115155.1	Mycetocola miduiensis	995034
GCF_002954245.1	Cryobacterium aureum	995037
GCF_007992355.1	Cryobacterium levicorallinum	995038
GCF_011927665.1	Desulfobaculum xiamenense	995050
GCF_900116555.1	Actinopolyspora righensis	995060
GCF_900100925.1	Actinopolyspora saharensis	995062
GCF_900101095.1	Actinopolyspora mzabensis	995066
GCF_900129345.1	Ruegeria intermedia	996115
GCF_900129875.1	Marivita hallyeonensis	996342
GCF_002270345.1	Caldibacillus hisashii	996558
GCF_007828865.1	Kribbella amoyensis	996641
GCF_001975665.1	Polaribacter reichenbachii	996801
GCF_000262755.1	Bacillus methanolicus PB1	997296
GCF_000220865.1	Neisseria macacae ATCC 33926	997348
GCF_000220235.1	Prevotella nigrescens ATCC 33563	997352
GCF_000258535.2	Paenibacillus mucilaginosus K02	997761
GCF_000364325.1	Atopobium minutum 10063974	997872
GCF_000273175.1	Bacteroides nordii CL02T12C05	997884
GCF_000419525.1	Leucothrix mucor DSM 2157	998674
GCF_000204195.1	Acidovorax radicis N35	999386
GCF_000340375.1	Eggerthia catenaformis OT 569 = DSM 20559	999415
GCF_000307375.1	Parabacteroides johnsonii CL02T12C29	999419
GCF_000307495.1	Parabacteroides merdae CL09T00C40	999421
GCF_000243015.1	Prevotella maculosa OT 289	999422
GCF_000378845.1	Salinispora pacifica DSM 45544	999543
GCF_000378825.1	Salinispora vitiensis	999544
GCF_000379065.1	Salinispora mooreana	999545
GCF_000473145.1	Leisingera daeponensis DSM 23529	999547
GCF_000473325.1	Leisingera caerulea DSM 24564	999549
GCF_000473205.1	Pseudophaeobacter arcticus DSM 23566	999550
GCF_000511355.1	Leisingera methylohalidivorans DSM 14336	999552
GCF_000473165.1	Leisingera aquimarina DSM 24565	999611
GCF_900218015.1	Rhodopseudomonas pentothenatexigens	999699
GCF_000204235.1	Cutibacterium modestum P08	999892
GCF_001652585.1	Thermosulfurimonas dismutans	999894
GCF_006716095.1	Barrientosiimonas humi	999931
GCF_014137975.1	Halosaccharopolyspora lacisalsi	1000566
GCF_014200405.1	Cryobacterium roopkundense	1001240
GCF_000211495.1	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	1001530
GCF_000306255.2	Leptospira noguchii serovar Panama str. CZ214	1001595
GCF_000235885.1	Prevotella stercorea DSM 18206	1002367
GCF_900115905.1	Halopseudomonas formosensis	1002526
GCF_003131205.1	Occallatibacter savannae	1002691
GCF_015732155.1	Pectinatus sottacetonis	1002795
GCF_000237285.1	Helicobacter bizzozeronii CIII-1	1002804
GCF_003351045.1	Gaiella occulta	1002870
GCF_001507315.1	Micromonospora maris	1003110
GCF_000237305.1	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488	1003195
GCF_000277285.1	Rickettsia typhi str. TH1527	1003201
GCF_000213905.2	Chlamydia abortus LLG	1003238
GCF_014647315.1	Alicyclobacillus cellulosilyticus	1003997
GCF_009428945.1	Photorhabdus khanii	1004150
GCF_011189505.1	Photorhabdus tasmaniensis	1004159
GCF_014647195.1	Oceanobacillus indicireducens	1004261
GCF_900099905.1	Mesorhizobium muleiense	1004279
GCF_003254115.1	Hydrotalea sandarakina	1004304
GCF_001854765.1	Vibrio sonorensis	1004316
GCF_001012815.1	Vibrio mexicanus	1004326
GCF_002993285.1	Gordonia iterans	1004901
GCF_900094925.1	Kosakonia oryzendophytica	1005665
GCF_900094795.1	Kosakonia oryziphila	1005667
GCF_004366815.1	Aminivibrio pyruvatiphilus	1005740
GCF_003584105.1	Muricauda taeanensis	1005926
GCF_900115165.1	Roseovarius lutimaris	1005928
GCF_900103935.1	Nocardioides szechwanensis	1005944
GCF_007992415.1	Nocardioides psychrotolerans	1005945
GCF_000734965.1	Trabulsiella guamensis ATCC 49490	1005994
GCF_000439895.1	Tatumella ptyseos ATCC 33301	1005995
GCF_000735425.1	Leminorella grimontii ATCC 33999 = DSM 5078	1005999
GCF_003534205.1	Listeria weihenstephanensis	1006155
GCF_000953715.1	Defluviitoga tunisiensis	1006576
GCF_002795305.1	Aeromonas cavernicola	1006623
GCF_013408315.1	Microlunatus terrae	1007092
GCF_000307265.1	Oscillibacter ruminantium GH1	1007096
GCF_014647175.1	Deinococcus daejeonensis	1007098
GCF_900106975.1	Pseudomonas kuykendallii	1007099
GCF_008710165.1	Sphingobium limneticum	1007511
GCF_001050475.1	Companilactobacillus ginsenosidimutans	1007676
GCF_001719065.1	Fervidobacterium thailandense	1008305
GCF_000246945.1	Myroides injenensis M09-0166	1008457
GCF_000226625.1	Taylorella asinigenitalis MCE3	1008459
GCF_000219125.1	Acetonema longum DSM 6540	1009370
GCF_007992215.1	Methylobacterium gnaphalii	1010610
GCF_900182725.1	Thalassobius litoralis	1010611
GCF_014174215.1	Gluconacetobacter tumulicola	1017177
GCF_014174375.1	Gluconacetobacter asukensis	1017181
GCF_900094955.1	Fictibacillus enclensis	1017270
GCF_900156125.1	Domibacillus enclensis	1017273
GCF_900096925.1	Exiguobacterium enclense	1017277
GCF_000214595.1	Methylophaga aminisulfidivorans MP	1026882
GCF_900143085.1	Gracilibacillus kekensis	1027249
GCF_006716305.1	Enteractinococcus coprophilus	1027633
GCF_009827545.1	Pontixanthobacter gangjinensis	1028742
GCF_002909255.1	Arenibacter hampyeongensis	1028743
GCF_014596935.1	Aestuariibaculum suncheonense	1028745
GCF_009735585.1	Gramella aestuarii	1028746
GCF_014647215.1	Shewanella aestuarii	1028752
GCF_000731315.1	Neorhizobium galegae bv. orientalis str. HAMBI 540	1028800
GCF_000503895.1	Hyphomicrobium nitrativorans NL23	1029756
GCF_009758125.1	Chitinophaga oryziterrae	1031224
GCF_003335485.1	Bremerella cremea	1031537
GCF_008630635.1	Neptunomonas concharum	1031538
GCF_900188335.1	Tropicimonas sediminicola	1031541
GCF_000816185.1	Campylobacter insulaenigrae NCTC 12927	1031564
GCF_003337425.1	Extensimonas vulgaris	1031594
GCF_013372245.1	Campylobacter upsaliensis RM3940	1031733
GCF_002139935.1	Campylobacter lanienae NCTC 13004	1031753
GCF_002220755.1	Campylobacter sputorum bv. paraureolyticus LMG 11764	1032066
GCF_003660105.1	Aliarcobacter cryaerophilus ATCC 43158	1032070
GCF_003346775.1	Malaciobacter mytili LMG 24559	1032238
GCF_003544835.1	Aliarcobacter skirrowii CCUG 10374	1032239
GCF_001695395.1	Aliarcobacter thereius LMG 24486	1032240
GCF_003355515.1	Aliarcobacter trophiarum LMG 25534	1032241
GCF_013761175.1	Nonomuraea soli	1032476
GCF_000270245.1	Microlunatus phosphovorus NM-1	1032480
GCF_009684715.1	Otariodibacter oris	1032623
GCF_000312105.1	Aeromicrobium massiliense JC14	1033730
GCF_900107675.1	Alistipes timonensis JC136	1033731
GCF_000312145.1	Alistipes senegalensis JC50	1033732
GCF_000321005.1	Anaerococcus senegalensis JC48	1033733
GCF_902374785.1	Bacillus timonensis	1033734
GCF_000285835.1	Brevibacterium senegalense	1033736
GCF_000285555.1	Kurthia massiliensis	1033739
GCF_000285595.1	Kurthia senegalensis	1033740
GCF_001006805.1	Microvirga massiliensis	1033741
GCF_000285515.1	Paenibacillus senegalensis JC66	1033743
GCF_000321025.1	Peptoniphilus senegalensis JC140	1033744
GCF_000215955.2	Salinisphaera shabanensis E1L3A	1033802
GCF_000215935.2	Haloplasma contractile SSD-17B	1033810
GCF_003475485.1	Dielma fastidiosa	1034346
GCF_000311725.1	Robertmurraya massiliosenegalensis JC6	1034347
GCF_002632755.1	Xenorhabdus ishibashii	1034471
GCF_000253275.1	Flavobacterium branchiophilum FL-15	1034807
GCF_000756815.1	Legionella massiliensis	1034943
GCF_000308315.1	Legionella tunisiensis	1034944
GCF_000222975.1	Yersinia pestis A1122	1035377
GCF_900116645.1	Pseudoduganella namucuonensis	1035707
GCF_014191495.1	Nocardioides soli	1036020
GCF_007830455.1	Pseudoduganella lurida	1036180
GCF_900110855.1	Microlunatus flavus	1036181
GCF_900215205.1	Actinoplanes atraurantiacus	1036182
GCF_000219915.2	Advenella kashmirensis WT001	1036672
GCF_000225955.1	Rhodospirillum rubrum F11	1036743
GCF_900108245.1	Bosea lathyri	1036778
GCF_900109525.1	Bosea lupini	1036779
GCF_900102525.1	Bosea robiniae	1036780
GCF_900168155.1	Parabacteroides chartae	1037355
GCF_900184825.1	Pelagimonas phthalicica	1037362
GCF_008386485.1	Chryseobacterium viscerum	1037377
GCF_000284375.1	Bradyrhizobium japonicum USDA 6	1037409
GCF_005116465.1	Robertmurraya kyonggiensis	1037680
GCF_009835145.1	Profundibacterium mesophilum KAUST100406-0324	1037889
GCF_900109375.1	Aquimarina amphilecti	1038014
GCF_009741375.1	Flavobacterium rakeshii	1038845
GCF_001687605.2	Planococcus plakortidis	1038856
GCF_009735315.1	Kocuria sediminis	1038857
GCF_000473085.1	Azorhizobium doebereinerae UFLA1-100	1038858
GCF_000472825.1	Paraburkholderia mimosarum LMG 23256 = NBRC 106338	1038869
GCF_000220705.2	Streptomyces xinghaiensis S187	1038929
GCF_900250125.1	Cupriavidus neocaledonicus	1040979
GCF_000373025.1	Rhizobium gallicum bv. gallicum R602sp	1041138
GCF_000222105.3	Mycobacterium colombiense CECT 3035	1041522
GCF_014652315.1	Jeongeupia chitinilytica	1041641
GCF_902143385.2	Methylacidimicrobium cyclopophantes	1041766
GCF_902143375.2	Methylacidimicrobium tartarophylax	1041768
GCF_000220525.1	Ochrovirga pacifica	1042376
GCF_014203645.1	Streptomyces zagrosensis	1042984
GCF_900109245.1	Demequina mangrovi	1043493
GCF_000404125.1	Erwinia tracheiphila PSU-1	1044999
GCF_000241055.1	Oenococcus kitaharae DSM 17330	1045004
GCF_014396785.1	Sphingomonas lutea	1045317
GCF_900113275.1	Neptunomonas qingdaonensis	1045558
GCF_013409905.1	Arthrobacter cupressi	1045773
GCF_013409225.1	Nocardioides lianchengensis	1045774
GCF_900112695.1	Paenibacillus catalpae	1045775
GCF_003387475.1	Kutzneria buriramensis	1045776
GCF_000233915.3	Pseudoxanthomonas spadix BD-a59	1045855
GCF_000223215.1	Brachyspira intermedia PWS/A	1045858
GCF_014636295.1	Marivirga lumbricoides	1046115
GCF_003194585.1	Nocardioides daejeonensis	1046556
GCF_000454725.1	Chlamydia ibidis 10-1398/6	1046581
GCF_001436535.1	Liquorilactobacillus mali KCTC 3596 = DSM 20444	1046596
GCF_000224335.1	Bizionia argentinensis JUB59	1046627
GCF_000300815.1	Gayadomonas joobiniege G7	1046714
GCF_001905345.1	Streptomyces uncialis	1048205
GCF_000253375.1	Mycobacterium canettii CIPT 140010059	1048245
GCF_000384115.1	Sporichthya polymorpha DSM 43042	1048339
GCF_900106775.1	Marininema mesophilum	1048340
GCF_002797855.1	Compostimonas suwonensis	1048394
GCF_003987345.1	Aliidiomarina shirensis	1048642
GCF_000714815.1	Anditalea andensis	1048983
GCF_003663885.1	Litoreibacter meonggei	1049199
GCF_004328535.1	Kocuria indica	1049583
GCF_000243715.2	Leptospira broomii serovar Hurstbridge str. 5399	1049789
GCF_000243695.2	Leptospira kirschneri serovar Cynopteri str. 3522 CT	1049942
GCF_000244715.1	Leptospira licerasiae str. MMD4847	1049971
GCF_003352835.1	Ornithinimicrobium murale	1050153
GCF_001021025.1	Corynebacterium epidermidicanis	1050174
GCF_000383575.1	Salinispora oceanensis	1050199
GCF_000384195.1	Allobaculum stercoricanis DSM 13633	1050201
GCF_000384035.1	Actinopolyspora mortivallis DSM 44261	1050202
GCF_000253395.1	Streptococcus thermophilus JIM 8232	1051074
GCF_003732545.1	Salinisphaera halophila YIM 95161	1051139
GCF_014203665.1	Saccharothrix tamanrassetensis	1051531
GCF_000772105.1	Vibrio tubiashii ATCC 19109	1051646
GCF_000576145.2	Granulibacter bethesdensis CGDNIH4	1052095
GCF_900103975.1	Klenkia soli	1052260
GCF_003207865.1	Komagataeibacter sucrofermentans	1053551
GCF_003721245.1	Marinomonas hwangdonensis	1053647
GCF_001598955.1	Janibacter terrae NBRC 107854 = JCM 12887	1053688
GCF_013201665.1	Arcobacter venerupis	1054033
GCF_013201935.1	Arcobacter cloacae	1054034
GCF_003946265.1	Levilactobacillus yonginensis	1054041
GCF_003217355.1	Rhodobacter viridis	1054202
GCF_000221985.1	Streptococcus pseudopneumoniae IS7493	1054460
GCF_014652355.1	Gemmobacter lanyuensis	1054497
GCF_003201855.1	Rivicola pingtungensis	1054498
GCF_000384175.1	Streptomyces purpureus KA281	1054860
GCF_000383595.1	Streptomyces bottropensis ATCC 25435	1054862
GCF_900142625.1	Roseovarius marisflavi	1054996
GCF_000754225.1	Cobetia amphilecti	1055104
GCF_000224555.1	Helicobacter pylori Puno135	1055529
GCF_900112295.1	Muricauda antarctica	1055723
GCF_005876855.1	[Pseudomonas] nosocomialis	1056496
GCF_000331515.1	Photobacterium marinum	1056511
GCF_000333895.2	Grimontia indica	1056512
GCF_000813705.1	Morococcus cerebrosus	1056807
GCF_015352955.1	Noviherbaspirillum soli	1064518
GCF_007827765.1	Azospirillum baldaniorum	1064539
GCF_000828125.2	Rickettsia asembonensis	1068590
GCF_000472665.1	Acetobacterium dehalogenans DSM 11527	1068975
GCF_000371885.1	Amycolatopsis methanolica 239	1068978
GCF_000473265.1	Amycolatopsis thermoflava N1165	1068979
GCF_000384315.1	Amycolatopsis nigrescens CSC17Ta-90	1068980
GCF_000384135.1	Succinispira mobilis DSM 6222	1069080
GCF_900176045.1	Nitratiruptor tergarcus DSM 16512	1069081
GCF_014652335.1	Vogesella fluminis	1069161
GCF_010731835.1	Mycolicibacillus koreensis	1069220
GCF_000969705.1	Nitriliruptor alkaliphilus DSM 45188	1069448
GCF_013408565.1	Janibacter alkaliphilus	1069963
GCF_000812965.1	Pedobacter kyungheensis	1069985
GCF_012396505.1	Periweissella fabalis	1070421
GCF_014205635.1	Polymorphobacter multimanifer	1070431
GCF_900129495.1	Geodermatophilus nigrescens	1070870
GCF_003049505.1	Metasolibacillus meyeri	1071052
GCF_000966195.1	Domibacillus robiginosus	1071054
GCF_000698555.1	Caballeronia grimmiae	1071679
GCF_008923265.1	Bacillus mesophilum	1071718
GCF_900101995.1	Riemerella columbipharyngis	1071918
GCF_002850605.1	Pasteurella oralis	1071947
GCF_001021065.1	Corynebacterium uterequi	1072256
GCF_003991875.1	Microbacterium lemovicicum	1072463
GCF_002265845.1	Halomonas boliviensis LC1	1072583
GCF_000743945.1	Basilea psittacipulmonis DSM 24701	1072685
GCF_900215535.1	Pseudoxanthomonas wuyuanensis	1073196
GCF_014202315.1	Thermocatellispora tengchongensis	1073253
GCF_900129445.1	Salegentibacter echinorum	1073325
